text,mentions,affect,commitment_label,weight
 @サクラ   あなたが具体的にどの発言をあいまいだと感じたのか、もう少し詳しく教えていただけますか？それによって、,"[{""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   あなたが具体的にど""}, {""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   あなたが具体的に""}]",P2,,
 @サクラ   皆さんがあなたの意見を詳しく知りたいと思っているようです。具体的に、どの発言があいまいだと感じたのか,"[{""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   皆さんがあなたの意""}, {""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   皆さんがあなたの""}]",P2,,
 @ユミ  そうですね、私が怪しいと感じたのは、最近の発言が具体性に欠けていたからです。たとえば、意見を述べる際,"[{""target"": ""ユミ"", ""valence"": -1.0, ""raw"": ""@ユミ  そうですね、私が怪しい""}, {""target"": ""ユミ"", ""valence"": 0.0, ""raw"": ""@ユミ  そうですね、私が怪し""}]",P3,assert_maybe_wolf_side,medium
 @サクラ   具体性に欠けていた発言について、どの部分が特に気になったのか教えてもらえますか？それがどのように影響,"[{""target"": ""サクラ"", ""valence"": 1.0, ""raw"": ""@サクラ   具体性に欠けていた""}, {""target"": ""サクラ"", ""valence"": 1.0, ""raw"": ""@サクラ   具体性に欠けてい""}]",P4,,
 @ミドリ  あなたがサクラの発言について気にしている理由や、具体的にどの部分があいまいだと感じたのか教えてもらえ,"[{""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@ミドリ  あなたがサクラの発言について気にしてい""}, {""target"": ""ミドリ"", ""valence"": 0.0, ""raw"": ""@ミドリ  あなたがサクラの発言""}, {""target"": ""ミドリ"", ""valence"": 0.0, ""raw"": ""@ミドリ  あなたがサクラの発""}]",P2,,
 @サクラ   あなたが具体的にどの発言が気になったのか、もう少し詳しく教えていただけますか？それによって、私たち全,"[{""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   あなたが具体的にど""}, {""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   あなたが具体的に""}]",P3,,
 @ユミ  具体性に欠けていた発言についてですが、特に「最近の発言」という部分が曖昧で、どの発言を指しているのか,"[{""target"": ""ユミ"", ""valence"": 1.0, ""raw"": ""@ユミ  具体性に欠けていた発言""}, {""target"": ""ユミ"", ""valence"": 1.0, ""raw"": ""@ユミ  具体性に欠けていた発""}]",P3,assert_maybe_wolf_side,medium
 @サクラ   具体的に「最近の発言」という部分が曖昧だと感じているのですね。どの発言が特に気になったのか、もう少し,"[{""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   具体的に「最近の発""}, {""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   具体的に「最近の""}]",P2,,
 @サクラ   その「最近の発言」とは具体的にどの発言を指しているのか、詳しく教えていただけますか？それを理解するこ,"[{""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   その「最近の発言」""}, {""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   その「最近の発言""}]",P4,,
 @サクラ   その「最近の発言」とは具体的にどの発言を指しているのか、詳しく教えていただけますか？それによって、私,"[{""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   その「最近の発言」""}, {""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   その「最近の発言""}]",P3,,
 @サクラ   その「最近の発言」について、もう少し具体的に教えてもらえますか？それによってみんなの理解が深まると思,"[{""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   その「最近の発言」""}, {""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   その「最近の発言""}]",P4,,
 @ミドリ  うん、具体的にはユミの発言が気になりました。特に彼女の意見があいまいで、何を考えているのかが掴みにく,"[{""target"": ""ミドリ"", ""valence"": 0.0, ""raw"": ""@ミドリ  うん、具体的にはユミ""}, {""target"": ""ミドリ"", ""valence"": 0.0, ""raw"": ""@ミドリ  うん、具体的にはユ""}, {""target"": ""ユミ"", ""valence"": 0.0, ""raw"": ""@ミドリ  うん、具体的にはユミの発言が気になりました。特""}]",P1,assert_suspecttion,medium
 @サクラ   ユミの発言が気になったのですね。具体的にどの部分があいまいだと感じたのか、教えていただけますか？それ,"[{""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   ユミの発言が気にな""}, {""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   ユミの発言が気に""}, {""target"": ""ユミ"", ""valence"": 0.0, ""raw"": ""@サクラ   ユミの発言が気になったのですね""}]",P2,,
 @サクラ   ユミの発言について、具体的にどの部分があいまいだと感じたのか、教えていただけますか？それを理解するこ,"[{""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   ユミの発言について""}, {""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   ユミの発言につい""}, {""target"": ""ユミ"", ""valence"": 0.0, ""raw"": ""@サクラ   ユミの発言について、具体的にど""}]",P3,,
 @サクラ   ユミの発言があいまいだと感じた理由について、具体的にどの部分が気になったのか教えていただけますか？そ,"[{""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   ユミの発言があいま""}, {""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   ユミの発言があい""}, {""target"": ""ユミ"", ""valence"": -0.5, ""raw"": ""@サクラ   ユミの発言があいまいだと感じた""}]",P2,,
 @サクラ   みんながユミの発言について気にしているみたいですね。私も気になるので、どの部分が具体的にあいまいだと,"[{""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   みんながユミの発言""}, {""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   みんながユミの発""}, {""target"": ""ユミ"", ""valence"": 0.0, ""raw"": ""@サクラ   みんながユミの発言について気にしている""}]",P1,assert_maybe_villager_side,light
 @ユミ  そうなんです！特に、彼女が意見を述べるときに具体的な例や理由を提示しないことが多くて、何を考えている,"[{""target"": ""ユミ"", ""valence"": 0.0, ""raw"": ""@ユミ  そうなんです！特に、彼""}, {""target"": ""ユミ"", ""valence"": 0.0, ""raw"": ""@ユミ  そうなんです！特に、""}]",P3,assert_maybe_wolf_side,medium
 @サクラ   なるほど、具体的な例や理由がないと、意見に説得力が欠けるということですね。それが他の人にどのように影,"[{""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   なるほど、具体的な""}, {""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   なるほど、具体的""}]",P3,,
 @サクラ   具体的な例や理由がないことが、どのように議論に影響を与えると考えていますか？他の皆さんがどのように感,"[{""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   具体的な例や理由が""}, {""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   具体的な例や理由""}]",P3,,
 @サクラ   具体的な例や理由がないことが議論に影響を与えると考える理由について、もう少し詳しく教えていただけます,"[{""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   具体的な例や理由が""}, {""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   具体的な例や理由""}]",P3,,
 @サクラ   具体的な例や理由がないと、他の人たちがその意見を理解しづらくなりますよね。それが議論にどう影響すると,"[{""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   具体的な例や理由が""}, {""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   具体的な例や理由""}]",P4,,
 @ミドリ  そうなんです！具体的な例や理由がないと、他の人たちが私の意見を理解しづらくなるし、議論が進まなくなっ,"[{""target"": ""ミドリ"", ""valence"": 0.0, ""raw"": ""@ミドリ  そうなんです！具体的""}, {""target"": ""ミドリ"", ""valence"": 0.0, ""raw"": ""@ミドリ  そうなんです！具体""}]",P4,,
 @サクラ   そうですね、具体的な例があると議論がスムーズに進むと思います。他の皆さんも、サクラの意見を理解しやす,"[{""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   そうですね、具体的""}, {""target"": ""サクラ"", ""valence"": 1.0, ""raw"": ""進むと思います。他の皆さんも、サクラの意見を理解しやす""}, {""target"": ""サクラ"", ""valence"": 0.0, ""raw"": ""@サクラ   そうですね、具体""}]",P5,,
 @ミドリ   あなたの意見にも賛成です。具体的な例があることで、議論がより深まりますよね。他の皆さんはどう思います,"[{""target"": ""ミドリ"", ""valence"": 0.0, ""raw"": ""@ミドリ   あなたの意見にも賛""}, {""target"": ""ミドリ"", ""valence"": 0.0, ""raw"": ""@ミドリ   あなたの意見にも""}]",P4,assert_trust,medium
 @ユミ   確かに、具体的な理由や例がないと、意見が伝わりづらくなりますよね。議論を進めるためには、皆がしっかり,"[{""target"": ""ユミ"", ""valence"": 0.0, ""raw"": ""@ユミ   確かに、具体的な理由""}, {""target"": ""ユミ"", ""valence"": 0.0, ""raw"": ""@ユミ   確かに、具体的な理""}]",P4,,
 @ミナコ  そうですね、具体的な理由や例があると、議論がより深まると思います！他の皆さんも、具体的な意見を出し合,"[{""target"": ""ミナコ"", ""valence"": 0.0, ""raw"": ""@ミナコ  そうですね、具体的な""}, {""target"": ""ミナコ"", ""valence"": 0.0, ""raw"": ""@ミナコ  そうですね、具体的""}]",P3,,
 @ミドリ  あなたがこれまでの議論で気になっている点や、特に疑わしいと思う人物について教えてもらえますか？その意,"[{""target"": ""ミドリ"", ""valence"": 0.0, ""raw"": ""@ミドリ  あなたがこれまでの議""}, {""target"": ""ミドリ"", ""valence"": 0.0, ""raw"": ""@ミドリ  あなたがこれまでの""}]",P2,,
