text,mentions,affect,commitment_label,weight
 @ケンジ   確かに、発言のトーンや行動は重要な観察ポイントですね。私もその点に注意を払いながら、他の皆さんの意見,"[{""target"": ""ケンジ"", ""valence"": 0.0, ""raw"": ""@ケンジ   確かに、発言のトー""}, {""target"": ""ケンジ"", ""valence"": 0.0, ""raw"": ""@ケンジ   確かに、発言のト""}]",P3,,
 @ケンジ   なるほど、発言のトーンや行動が重要だという意見には賛成です。私もそれに基づいて観察を続けます。@リュ,"[{""target"": ""ケンジ"", ""valence"": -1.0, ""raw"": ""@ケンジ   なるほど、発言のト""}, {""target"": ""ケンジ"", ""valence"": -1.0, ""raw"": ""@ケンジ   なるほど、発言の""}]",P2,,
 @ケンジ  皆さん、ミサキさんが追放された後の状況について、どう感じていますか？今後の進行に向けて、意見をお聞か,"[{""target"": ""ケンジ"", ""valence"": 0.0, ""raw"": ""@ケンジ  皆さん、ミサキさんが""}, {""target"": ""ケンジ"", ""valence"": 0.0, ""raw"": ""@ケンジ  皆さん、ミサキさん""}]",P2,,
@ミドリ  ミサキが追放された後、少し緊張感が増しましたね。私たちがしっかりと情報を共有して、誰が人狼か @ミヅキ  はどう感じていますか？皆さんの意見を聞かせてください！,"[{""target"": ""ミヅキ"", ""valence"": -0.14285714285714285, ""raw"": ""情報を共有して、誰が人狼か @ミヅキ  はどう感じていますか""}, {""target"": ""ミヅキ"", ""valence"": -0.14285714285714285, ""raw"": ""と情報を共有して、誰が人狼か @ミヅキ  はどう感じています""}, {""target"": ""ミドリ"", ""valence"": -0.5, ""raw"": ""@ミドリ  ミサキが追放された後""}, {""target"": ""ミドリ"", ""valence"": 0.0, ""raw"": ""@ミドリ  ミサキが追放された""}]",P2,,
 @ケンジ  確かに、緊張感が増していますね。情報共有は非常に重要です。私は、他のエージェントの発言や行動に注目し,"[{""target"": ""ケンジ"", ""valence"": -0.25, ""raw"": ""@ケンジ  確かに、緊張感が増し""}, {""target"": ""ケンジ"", ""valence"": -0.3333333333333333, ""raw"": ""@ケンジ  確かに、緊張感が増""}]",P3,,
 @ケンジ  そうですね、緊張感が増しているのは感じます。私も引き続き、他のエージェントの行動や発言を観察していき,"[{""target"": ""ケンジ"", ""valence"": -1.0, ""raw"": ""@ケンジ  そうですね、緊張感が""}, {""target"": ""ケンジ"", ""valence"": -1.0, ""raw"": ""@ケンジ  そうですね、緊張感""}]",P2,,
 @ケンジ  そうですね、緊張感が高まる中での情報共有はとても大切です。私も他の皆さんの発言や行動に注目しながら、,"[{""target"": ""ケンジ"", ""valence"": -1.0, ""raw"": ""@ケンジ  そうですね、緊張感が""}, {""target"": ""ケンジ"", ""valence"": -1.0, ""raw"": ""@ケンジ  そうですね、緊張感""}]",P4,,
@リュウジ そうですね、皆さんの発言や行動をしっかり観察して、誰が怪しいのか考えていきましょう。何か気 @ミヅキ  も引き続き注視していることがあれば、ぜひシェアしてください。@ミドリ も何か気になることがあれば教えて,"[{""target"": ""ミヅキ"", ""valence"": -0.6666666666666666, ""raw"": ""考えていきましょう。何か気 @ミヅキ  も引き続き注視してい""}, {""target"": ""ミヅキ"", ""valence"": -0.6666666666666666, ""raw"": ""か考えていきましょう。何か気 @ミヅキ  も引き続き注視して""}, {""target"": ""ミドリ"", ""valence"": -0.3333333333333333, ""raw"": ""ば、ぜひシェアしてください。@ミドリ も何か気になることがあ""}, {""target"": ""ミドリ"", ""valence"": -0.3333333333333333, ""raw"": ""れば、ぜひシェアしてください。@ミドリ も何か気になることが""}, {""target"": ""リュウジ"", ""valence"": 0.0, ""raw"": ""@リュウジ そうですね、皆さんの""}, {""target"": ""リュウジ"", ""valence"": 0.0, ""raw"": ""@リュウジ そうですね、皆さん""}]",P2,,
 @ケンジ   皆さんの観察力は素晴らしいですね。私は特に、発言の内容やタイミングに注目しています。意見が変わるタイ,"[{""target"": ""ケンジ"", ""valence"": 0.3333333333333333, ""raw"": ""@ケンジ   皆さんの観察力は素""}, {""target"": ""ケンジ"", ""valence"": 0.4, ""raw"": ""@ケンジ   皆さんの観察力は""}]",P3,,
 @ケンジ  皆さんの観察力が高まっているのを感じます。私も引き続き、他のエージェントの行動に注目しています。@ミ,"[{""target"": ""ケンジ"", ""valence"": 0.4, ""raw"": ""@ケンジ  皆さんの観察力が高ま""}, {""target"": ""ケンジ"", ""valence"": 0.4, ""raw"": ""@ケンジ  皆さんの観察力が高""}]",P3,,
 @ケンジ  皆さんの観察力が高まっているのを感じますね。私も引き続き、他のエージェントの発言や行動に注目していま,"[{""target"": ""ケンジ"", ""valence"": 0.4, ""raw"": ""@ケンジ  皆さんの観察力が高ま""}, {""target"": ""ケンジ"", ""valence"": 0.4, ""raw"": ""@ケンジ  皆さんの観察力が高""}]",P3,,
@リュウジ そうですね、発言の内容やタイミングに注目するのは重要です。特に、発言が変わる瞬間には何かし @ミヅキ  も他のエージェントの行動を注視しているとのことですが、何か具体的な気になる点があれば教えてください！,"[{""target"": ""リュウジ"", ""valence"": 0.0, ""raw"": ""@リュウジ そうですね、発言の内""}, {""target"": ""リュウジ"", ""valence"": 0.0, ""raw"": ""@リュウジ そうですね、発言の""}]",P2,,
 @ケンジ  その通りですね。発言が変わる瞬間には、何かしらの心理的な変化があると感じます。特に、@ミヅキ の観察ポ,"[{""target"": ""ケンジ"", ""valence"": 1.0, ""raw"": ""@ケンジ  その通りですね。発言""}, {""target"": ""ケンジ"", ""valence"": 1.0, ""raw"": ""@ケンジ  その通りですね。発""}]",P3,,
@リュウジ そうですね、発言の変化に注目するのは大切です。 @ミドリ 、あなたはどう感じていますか？何か気になる点があれば教えてください！他の皆さんも意見を出し合いましょ,"[{""target"": ""ミドリ"", ""valence"": 0.0, ""raw"": ""化に注目するのは大切です。 @ミドリ 、あなたはどう感じてい""}, {""target"": ""ミドリ"", ""valence"": 0.0, ""raw"": ""変化に注目するのは大切です。 @ミドリ 、あなたはどう感じて""}, {""target"": ""リュウジ"", ""valence"": -1.0, ""raw"": ""@リュウジ そうですね、発言の変""}, {""target"": ""リュウジ"", ""valence"": 0.0, ""raw"": ""@リュウジ そうですね、発言の""}]",P2,,
 @ケンジ  そうですね、発言の変化に注目するのは非常に重要だと思います。@ミドリ、あなたの意見もぜひ聞かせてくだ,"[{""target"": ""ケンジ"", ""valence"": -1.0, ""raw"": ""@ケンジ  そうですね、発言の変""}, {""target"": ""ケンジ"", ""valence"": 0.0, ""raw"": ""@ケンジ  そうですね、発言の""}, {""target"": ""ミドリ"", ""valence"": -0.5, ""raw"": ""のは非常に重要だと思います。@ミドリ、あなたの意見もぜひ聞か""}, {""target"": ""ミドリ"", ""valence"": -0.5, ""raw"": ""るのは非常に重要だと思います。@ミドリ、あなたの意見もぜひ聞""}]",P2,,
 @ケンジ  @リュウジ 皆さんの意見を聞いていると、確かに発言の変化には注意が必要ですね。私も引き続き観察を続けた,"[{""target"": ""ケンジ"", ""valence"": 0.0, ""raw"": ""@ケンジ  @リュウジ 皆さんの""}, {""target"": ""ケンジ"", ""valence"": 0.0, ""raw"": ""@ケンジ  @リュウジ 皆さん""}, {""target"": ""リュウジ"", ""valence"": -0.6666666666666666, ""raw"": ""@ケンジ  @リュウジ 皆さんの意見を聞いて""}, {""target"": ""リュウジ"", ""valence"": -0.6666666666666666, ""raw"": ""@ケンジ  @リュウジ 皆さんの意見を聞い""}]",P2,,
@リュウジ、 @ミドリ 、皆さんの意見を聞けて嬉しいです。ミヅキが追放された後も、引き続き誰が人狼か考えていきましょう！何か,"[{""target"": ""ミドリ"", ""valence"": -0.5, ""raw"": ""@リュウジ、 @ミドリ 、皆さんの意見を聞けて""}, {""target"": ""ミドリ"", ""valence"": -0.5, ""raw"": ""@リュウジ、 @ミドリ 、皆さんの意見を聞け""}, {""target"": ""リュウジ"", ""valence"": 0.0, ""raw"": ""@リュウジ、 @ミドリ 、皆さん""}, {""target"": ""リュウジ"", ""valence"": 0.0, ""raw"": ""@リュウジ、 @ミドリ 、皆さ""}]",P2,,
 @ケンジ  そうですね、ミヅキがいなくなったことで、状況が少し変わりました。今後の観察ポイントや疑わしいと思う点,"[{""target"": ""ケンジ"", ""valence"": 0.0, ""raw"": ""@ケンジ  そうですね、ミヅキが""}, {""target"": ""ケンジ"", ""valence"": 0.0, ""raw"": ""@ケンジ  そうですね、ミヅキ""}]",P2,,
 @ケンジ  @リュウジ 確かに、ミヅキさんがいなくなったことで、新たな観察ポイントが増えましたね。私も引き続き、皆,"[{""target"": ""ケンジ"", ""valence"": 0.0, ""raw"": ""@ケンジ  @リュウジ 確かに、""}, {""target"": ""ケンジ"", ""valence"": 0.0, ""raw"": ""@ケンジ  @リュウジ 確かに""}, {""target"": ""リュウジ"", ""valence"": 0.0, ""raw"": ""@ケンジ  @リュウジ 確かに、ミヅキさんが""}, {""target"": ""リュウジ"", ""valence"": 0.0, ""raw"": ""@ケンジ  @リュウジ 確かに、ミヅキさん""}]",P3,,
@リュウジ、 @ミドリ 、そうですね！ミヅキがいなくなったことで、私たちの観察がより重要になりました。特に、他の皆さんの発言,"[{""target"": ""ミドリ"", ""valence"": 0.0, ""raw"": ""@リュウジ、 @ミドリ 、そうですね！ミヅキが""}, {""target"": ""ミドリ"", ""valence"": 0.0, ""raw"": ""@リュウジ、 @ミドリ 、そうですね！ミヅキ""}, {""target"": ""リュウジ"", ""valence"": 0.0, ""raw"": ""@リュウジ、 @ミドリ 、そうで""}, {""target"": ""リュウジ"", ""valence"": 0.0, ""raw"": ""@リュウジ、 @ミドリ 、そう""}]",P3,,
 @ケンジ   その通りですね。ミヅキの不在によって、残されたメンバーの発言や行動がより重要になります。特に、@ミド,"[{""target"": ""ケンジ"", ""valence"": 1.0, ""raw"": ""@ケンジ   その通りですね。ミ""}, {""target"": ""ケンジ"", ""valence"": 1.0, ""raw"": ""@ケンジ   その通りですね。""}]",P3,,
 @ケンジ 、@リュウジ 皆さんの観察力を活かして、今後の議論を進めていきましょう！ミヅキさんがいなくなったことで,"[{""target"": ""ケンジ"", ""valence"": 0.0, ""raw"": ""@ケンジ 、@リュウジ 皆さんの""}, {""target"": ""ケンジ"", ""valence"": 0.0, ""raw"": ""@ケンジ 、@リュウジ 皆さん""}, {""target"": ""リュウジ"", ""valence"": 0.5, ""raw"": ""@ケンジ 、@リュウジ 皆さんの観察力を活か""}, {""target"": ""リュウジ"", ""valence"": 0.5, ""raw"": ""@ケンジ 、@リュウジ 皆さんの観察力を活""}]",P3,,
@リュウジ、 @ミドリ 、確かにミヅキがいなくなったことで、私たちの意見や観察がより重要になってきましたね。残された皆さんの,"[{""target"": ""ミドリ"", ""valence"": -0.5, ""raw"": ""@リュウジ、 @ミドリ 、確かにミヅキがいなく""}, {""target"": ""ミドリ"", ""valence"": -0.5, ""raw"": ""@リュウジ、 @ミドリ 、確かにミヅキがいな""}, {""target"": ""リュウジ"", ""valence"": 0.0, ""raw"": ""@リュウジ、 @ミドリ 、確かに""}, {""target"": ""リュウジ"", ""valence"": 0.0, ""raw"": ""@リュウジ、 @ミドリ 、確か""}]",P3,,
 @ケンジ  そうですね、ミヅキがいなくなったことで私たちの役割がより明確になりました。これからの議論では、具体的,"[{""target"": ""ケンジ"", ""valence"": 0.0, ""raw"": ""@ケンジ  そうですね、ミヅキが""}, {""target"": ""ケンジ"", ""valence"": 0.0, ""raw"": ""@ケンジ  そうですね、ミヅキ""}]",P4,,
